transaction_id,line_nr,customer_id,product_id,transaction_date,quantity,price,total
TX-2870825040,1,CST-8477912257,PRD-3592204158,2023-01-04,1,6.99,6.99
TX-2870825040,2,CST-8477912257,PRD-6730097512,2023-01-04,2,1.39,2.78
TX-2870825040,3,CST-8477912257,PRD-2154404090,2023-01-04,2,2.99,5.98
TX-6637706296,1,CST-2945872839,PRD-2379449757,2023-01-04,1,0.99,0.99
TX-6637706296,2,CST-2945872839,PRD-2003172735,2023-01-04,1,0.69,0.69
TX-7437904583,1,CST-4217509012,PRD-6369560548,2023-01-04,2,2.09,4.18
TX-7437904583,2,CST-4217509012,PRD-6765766263,2023-01-04,2,2.99,5.98
TX-7437904583,3,CST-4217509012,PRD-2026211351,2023-01-04,2,2.75,5.5
TX-7437904583,4,CST-4217509012,PRD-2379449757,2023-01-04,1,0.99,0.99
TX-2722925816,1,CST-5400739072,PRD-1467670880,2023-01-04,2,0.99,1.98
TX-2722925816,2,CST-5400739072,PRD-6369560548,2023-01-04,2,2.09,4.18
TX-2722925816,3,CST-5400739072,PRD-8485924360,2023-01-04,1,1.29,1.29
TX-2722925816,4,CST-5400739072,PRD-2003172735,2023-01-04,1,0.69,0.69
TX-9639126967,1,CST-6652070386,PRD-6765766263,2023-01-04,3,2.99,8.97
TX-1080174224,1,CST-1813992459,PRD-3212965604,2023-01-04,1,2.79,2.79
TX-1080174224,2,CST-1813992459,PRD-5499729245,2023-01-04,4,14.17,56.68
TX-1080174224,3,CST-1813992459,PRD-6765766263,2023-01-04,7,2.99,20.93
TX-1080174224,4,CST-1813992459,PRD-6369560548,2023-01-04,1,2.09,2.09
TX-1080174224,5,CST-1813992459,PRD-2154404090,2023-01-04,1,2.99,2.99
TX-7008739209,1,CST-9285674683,PRD-5436586436,2023-01-04,3,1.29,3.87
TX-7008739209,2,CST-9285674683,PRD-6765766263,2023-01-04,1,2.99,2.99
TX-7008739209,3,CST-9285674683,PRD-8955809870,2023-01-04,1,5.29,5.29
TX-7008739209,4,CST-9285674683,PRD-2003172735,2023-01-04,1,0.69,0.69
TX-5850456461,1,CST-2320508328,PRD-1467670880,2023-01-04,2,0.99,1.98
TX-2004036419,1,CST-5292900252,PRD-7832268154,2023-01-04,1,1.19,1.19
TX-2004036419,2,CST-5292900252,PRD-6765766263,2023-01-04,3,2.99,8.97
TX-2004036419,3,CST-5292900252,PRD-5436586436,2023-01-04,1,1.29,1.29
TX-2004036419,4,CST-5292900252,PRD-9201717665,2023-01-04,1,1.29,1.29
TX-6254567769,1,CST-4378416474,PRD-2339945852,2023-01-04,1,1.99,1.99
TX-6254567769,2,CST-4378416474,PRD-3511729810,2023-01-04,4,0.79,3.16
TX-6254567769,3,CST-4378416474,PRD-2433643525,2023-01-04,1,6.49,6.49
TX-6254567769,4,CST-4378416474,PRD-3511729810,2023-01-04,1,0.79,0.79
TX-6254567769,5,CST-4378416474,PRD-3212965604,2023-01-04,7,2.79,19.53
TX-1148150913,1,CST-9419571226,PRD-2154404090,2023-01-04,4,2.99,11.96
TX-1148150913,2,CST-9419571226,PRD-9201717665,2023-01-04,3,1.29,3.87
TX-1148150913,3,CST-9419571226,PRD-5499729245,2023-01-04,1,14.17,14.17
TX-1148150913,4,CST-9419571226,PRD-8485924360,2023-01-04,3,1.29,3.87
TX-2441335725,1,CST-8666974335,PRD-8955809870,2023-01-04,1,5.29,5.29
TX-2441335725,2,CST-8666974335,PRD-9201717665,2023-01-04,1,1.29,1.29
TX-2252125235,1,CST-4462619009,PRD-2154404090,2023-01-04,6,2.99,17.94
TX-2252125235,2,CST-4462619009,PRD-2339945852,2023-01-04,2,1.99,3.98
TX-2252125235,3,CST-4462619009,PRD-4243567932,2023-01-04,2,1.19,2.38
TX-2252125235,4,CST-4462619009,PRD-9201717665,2023-01-04,1,1.29,1.29
TX-2252125235,5,CST-4462619009,PRD-3511729810,2023-01-04,7,0.79,5.53
TX-9544506491,1,CST-5218468231,PRD-2154404090,2023-01-04,1,2.99,2.99
TX-9544506491,2,CST-5218468231,PRD-2379449757,2023-01-04,1,0.99,0.99
TX-3134485571,1,CST-0557885517,PRD-2379449757,2023-01-04,4,0.99,3.96
TX-3134485571,2,CST-0557885517,PRD-2379449757,2023-01-04,1,0.99,0.99
TX-3134485571,3,CST-0557885517,PRD-2153058415,2023-01-04,1,2.79,2.79
TX-7037576382,1,CST-6066915140,PRD-9754799456,2023-01-04,7,2.49,17.43
TX-7037576382,2,CST-6066915140,PRD-6765766263,2023-01-04,2,2.99,5.98
TX-7037576382,3,CST-6066915140,PRD-2983486300,2023-01-04,1,1.19,1.19
TX-7037576382,4,CST-6066915140,PRD-2154404090,2023-01-04,1,2.99,2.99
TX-2741927559,1,CST-7137516375,PRD-6765766263,2023-01-04,1,2.99,2.99
TX-2741927559,2,CST-7137516375,PRD-2154404090,2023-01-04,1,2.99,2.99
TX-3458466703,1,CST-6061463069,PRD-6765766263,2023-01-04,2,2.99,5.98
TX-3458466703,2,CST-6061463069,PRD-1467670880,2023-01-04,7,0.99,6.93
TX-7075485857,1,CST-3460558383,PRD-2983486300,2023-01-04,1,1.19,1.19
TX-7075485857,2,CST-3460558383,PRD-6369560548,2023-01-04,1,2.09,2.09
TX-7075485857,3,CST-3460558383,PRD-8485924360,2023-01-04,1,1.29,1.29
TX-7075485857,4,CST-3460558383,PRD-1467670880,2023-01-04,1,0.99,0.99
TX-7075485857,5,CST-3460558383,PRD-2433643525,2023-01-04,1,6.49,6.49
TX-3309976251,1,CST-2642591943,PRD-0873188194,2023-01-05,1,1.59,1.59
TX-3309976251,2,CST-2642591943,PRD-2379449757,2023-01-05,1,0.99,0.99
TX-3309976251,3,CST-2642591943,PRD-6765766263,2023-01-05,2,2.99,5.98
TX-3309976251,4,CST-2642591943,PRD-2433643525,2023-01-05,2,6.49,12.98
TX-8474600902,1,CST-1283973648,PRD-2339945852,2023-01-05,1,1.99,1.99
TX-1817327931,1,CST-0432188067,PRD-3592204158,2023-01-05,3,6.99,20.97
TX-1817327931,2,CST-0432188067,PRD-2433643525,2023-01-05,1,6.49,6.49
TX-4862818237,1,CST-5699276236,PRD-5499729245,2023-01-05,1,14.17,14.17
TX-4862818237,2,CST-5699276236,PRD-1467670880,2023-01-05,1,0.99,0.99
TX-4862818237,3,CST-5699276236,PRD-2026211351,2023-01-05,2,2.75,5.5
TX-4862818237,4,CST-5699276236,PRD-6369560548,2023-01-05,2,2.09,4.18
TX-2139072528,1,CST-6775440294,PRD-6730097512,2023-01-05,1,1.39,1.39
TX-2139072528,2,CST-6775440294,PRD-3212965604,2023-01-05,1,2.79,2.79
TX-2139072528,3,CST-6775440294,PRD-6730097512,2023-01-05,1,1.39,1.39
TX-1841000323,1,CST-9285674683,PRD-1467670880,2023-01-05,1,0.99,0.99
TX-8247296503,1,CST-9385131273,PRD-3592204158,2023-01-05,1,6.99,6.99
TX-4034817035,1,CST-4566321969,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-4034817035,2,CST-4566321969,PRD-5499729245,2023-01-05,4,14.17,56.68
TX-1963143384,1,CST-8361521916,PRD-5499729245,2023-01-05,1,14.17,14.17
TX-6376686463,1,CST-3038688731,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-6376686463,2,CST-3038688731,PRD-0873188194,2023-01-05,3,1.59,4.77
TX-6376686463,3,CST-3038688731,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-6376686463,4,CST-3038688731,PRD-2003172735,2023-01-05,2,0.69,1.38
TX-6376686463,5,CST-3038688731,PRD-6730097512,2023-01-05,3,1.39,4.17
TX-2204174799,1,CST-8593315841,PRD-2026211351,2023-01-05,2,2.75,5.5
TX-4870874209,1,CST-9786337798,PRD-2026211351,2023-01-05,1,2.75,2.75
TX-8077466848,1,CST-1506675146,PRD-2433643525,2023-01-05,1,6.49,6.49
TX-8077466848,2,CST-1506675146,PRD-8955809870,2023-01-05,1,5.29,5.29
TX-8135260920,1,CST-6497521515,PRD-4243567932,2023-01-05,6,1.19,7.14
TX-8135260920,2,CST-6497521515,PRD-2154404090,2023-01-05,3,2.99,8.97
TX-8135260920,3,CST-6497521515,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-8135260920,4,CST-6497521515,PRD-7832268154,2023-01-05,2,1.19,2.38
TX-8135260920,5,CST-6497521515,PRD-8485924360,2023-01-05,1,1.29,1.29
TX-0107265500,1,CST-6952475175,PRD-3212965604,2023-01-05,4,2.79,11.16
TX-0107265500,2,CST-6952475175,PRD-2433643525,2023-01-05,4,6.49,25.96
TX-0107265500,3,CST-6952475175,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-0107265500,4,CST-6952475175,PRD-9754799456,2023-01-05,2,2.49,4.98
TX-0107265500,5,CST-6952475175,PRD-5436586436,2023-01-05,3,1.29,3.87
TX-4085210163,1,CST-4188794570,PRD-1467670880,2023-01-05,1,0.99,0.99
TX-4085210163,2,CST-4188794570,PRD-2983486300,2023-01-05,2,1.19,2.38
TX-3458925376,1,CST-5037888348,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-3458925376,2,CST-5037888348,PRD-6730097512,2023-01-05,1,1.39,1.39
TX-4732791231,1,CST-5236123223,PRD-5436586436,2023-01-05,2,1.29,2.58
TX-4732791231,2,CST-5236123223,PRD-2026211351,2023-01-05,4,2.75,11.0
TX-4732791231,3,CST-5236123223,PRD-2154404090,2023-01-05,4,2.99,11.96
TX-4732791231,4,CST-5236123223,PRD-3511729810,2023-01-05,1,0.79,0.79
TX-2927342471,1,CST-4752289114,PRD-2379449757,2023-01-05,1,0.99,0.99
TX-2927342471,2,CST-4752289114,PRD-2003172735,2023-01-05,5,0.69,3.45
TX-2927342471,3,CST-4752289114,PRD-4243567932,2023-01-05,3,1.19,3.57
TX-2927342471,4,CST-4752289114,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-5630520461,1,CST-5011337145,PRD-3592204158,2023-01-05,2,6.99,13.98
TX-5630520461,2,CST-5011337145,PRD-7832268154,2023-01-05,6,1.19,7.14
TX-5630520461,3,CST-5011337145,PRD-9201717665,2023-01-05,1,1.29,1.29
TX-5630520461,4,CST-5011337145,PRD-6369560548,2023-01-05,1,2.09,2.09
TX-5630520461,5,CST-5011337145,PRD-2433643525,2023-01-05,1,6.49,6.49
TX-6414490326,1,CST-2936729906,PRD-3212965604,2023-01-05,1,2.79,2.79
TX-6414490326,2,CST-2936729906,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-6414490326,3,CST-2936729906,PRD-7832268154,2023-01-05,1,1.19,1.19
TX-7539018233,1,CST-5446924388,PRD-9754799456,2023-01-05,1,2.49,2.49
TX-7539018233,2,CST-5446924388,PRD-2153058415,2023-01-05,5,2.79,13.95
TX-2948556005,1,CST-0822442526,PRD-5436586436,2023-01-05,2,1.29,2.58
TX-2948556005,2,CST-0822442526,PRD-2339945852,2023-01-05,1,1.99,1.99
TX-2948556005,3,CST-0822442526,PRD-5499729245,2023-01-05,1,14.17,14.17
TX-2948556005,4,CST-0822442526,PRD-9201717665,2023-01-05,6,1.29,7.74
TX-2948556005,5,CST-0822442526,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-0393157520,1,CST-2892323779,PRD-3592204158,2023-01-05,3,6.99,20.97
TX-0393157520,2,CST-2892323779,PRD-6730097512,2023-01-05,4,1.39,5.56
TX-0393157520,3,CST-2892323779,PRD-2379449757,2023-01-05,1,0.99,0.99
TX-0393157520,4,CST-2892323779,PRD-7832268154,2023-01-05,2,1.19,2.38
TX-3700252589,1,CST-9442967474,PRD-7832268154,2023-01-05,1,1.19,1.19
TX-3700252589,2,CST-9442967474,PRD-8955809870,2023-01-05,1,5.29,5.29
TX-3700252589,3,CST-9442967474,PRD-7832268154,2023-01-05,1,1.19,1.19
TX-3700252589,4,CST-9442967474,PRD-2153058415,2023-01-05,3,2.79,8.37
TX-4382394567,1,CST-5840471469,PRD-5436586436,2023-01-05,4,1.29,5.16
TX-4382394567,2,CST-5840471469,PRD-2339945852,2023-01-05,2,1.99,3.98
TX-3691651732,1,CST-8781604804,PRD-6369560548,2023-01-05,1,2.09,2.09
TX-3691651732,2,CST-8781604804,PRD-3592204158,2023-01-05,1,6.99,6.99
TX-3691651732,3,CST-8781604804,PRD-9201717665,2023-01-05,2,1.29,2.58
TX-3691651732,4,CST-8781604804,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-9468677306,1,CST-8879654233,PRD-7832268154,2023-01-05,3,1.19,3.57
TX-6422133136,1,CST-5221221027,PRD-3212965604,2023-01-05,5,2.79,13.95
TX-6422133136,2,CST-5221221027,PRD-3212965604,2023-01-05,5,2.79,13.95
TX-6422133136,3,CST-5221221027,PRD-2153058415,2023-01-05,2,2.79,5.58
TX-6422133136,4,CST-5221221027,PRD-2983486300,2023-01-05,2,1.19,2.38
TX-6422133136,5,CST-5221221027,PRD-3592204158,2023-01-05,4,6.99,27.96
TX-7069377183,1,CST-2936729906,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-7069377183,2,CST-2936729906,PRD-2153058415,2023-01-05,1,2.79,2.79
TX-7069377183,3,CST-2936729906,PRD-9201717665,2023-01-05,6,1.29,7.74
TX-7069377183,4,CST-2936729906,PRD-2433643525,2023-01-05,1,6.49,6.49
TX-2289663545,1,CST-2322954621,PRD-7832268154,2023-01-05,5,1.19,5.95
TX-2289663545,2,CST-2322954621,PRD-8485924360,2023-01-05,2,1.29,2.58
TX-2289663545,3,CST-2322954621,PRD-9201717665,2023-01-05,1,1.29,1.29
TX-6935737059,1,CST-8633222239,PRD-2153058415,2023-01-05,2,2.79,5.58
TX-0391481082,1,CST-4398434887,PRD-2379449757,2023-01-05,1,0.99,0.99
TX-0391481082,2,CST-4398434887,PRD-2339945852,2023-01-05,1,1.99,1.99
TX-0391481082,3,CST-4398434887,PRD-2003172735,2023-01-05,2,0.69,1.38
TX-0391481082,4,CST-4398434887,PRD-2154404090,2023-01-05,1,2.99,2.99
TX-0391481082,5,CST-4398434887,PRD-5436586436,2023-01-05,2,1.29,2.58
TX-3778257521,1,CST-5221221027,PRD-5499729245,2023-01-05,1,14.17,14.17
TX-3778257521,2,CST-5221221027,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-3778257521,3,CST-5221221027,PRD-3592204158,2023-01-05,1,6.99,6.99
TX-0937579977,1,CST-1246161312,PRD-2983486300,2023-01-05,1,1.19,1.19
TX-0937579977,2,CST-1246161312,PRD-9754799456,2023-01-05,6,2.49,14.94
TX-0937579977,3,CST-1246161312,PRD-2433643525,2023-01-05,1,6.49,6.49
TX-0937579977,4,CST-1246161312,PRD-8955809870,2023-01-05,1,5.29,5.29
TX-9477322177,1,CST-5210995944,PRD-5436586436,2023-01-05,1,1.29,1.29
TX-9477322177,2,CST-5210995944,PRD-7832268154,2023-01-05,3,1.19,3.57
TX-9477322177,3,CST-5210995944,PRD-2003172735,2023-01-05,2,0.69,1.38
TX-9477322177,4,CST-5210995944,PRD-2154404090,2023-01-05,1,2.99,2.99
TX-7349972169,1,CST-3931904400,PRD-2433643525,2023-01-05,1,6.49,6.49
TX-7349972169,2,CST-3931904400,PRD-6369560548,2023-01-05,1,2.09,2.09
TX-7349972169,3,CST-3931904400,PRD-3212965604,2023-01-05,1,2.79,2.79
TX-7349972169,4,CST-3931904400,PRD-6765766263,2023-01-05,2,2.99,5.98
TX-7349972169,5,CST-3931904400,PRD-9201717665,2023-01-05,1,1.29,1.29
TX-3181907333,1,CST-7590351788,PRD-2339945852,2023-01-05,2,1.99,3.98
TX-9795228503,1,CST-1506675146,PRD-8485924360,2023-01-05,1,1.29,1.29
TX-9795228503,2,CST-1506675146,PRD-7832268154,2023-01-05,2,1.19,2.38
TX-9795228503,3,CST-1506675146,PRD-2339945852,2023-01-05,4,1.99,7.96
TX-9795228503,4,CST-1506675146,PRD-8485924360,2023-01-05,1,1.29,1.29
TX-9795228503,5,CST-1506675146,PRD-2153058415,2023-01-05,1,2.79,2.79
TX-2870801501,1,CST-4059477482,PRD-0873188194,2023-01-05,5,1.59,7.95
TX-5470022930,1,CST-6125603098,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-5470022930,2,CST-6125603098,PRD-3511729810,2023-01-05,2,0.79,1.58
TX-5470022930,3,CST-6125603098,PRD-9201717665,2023-01-05,1,1.29,1.29
TX-5470022930,4,CST-6125603098,PRD-2003172735,2023-01-05,7,0.69,4.83
TX-5470022930,5,CST-6125603098,PRD-6730097512,2023-01-05,1,1.39,1.39
TX-9964047292,1,CST-7740348348,PRD-3511729810,2023-01-05,2,0.79,1.58
TX-9964047292,2,CST-7740348348,PRD-0873188194,2023-01-05,2,1.59,3.18
TX-9964047292,3,CST-7740348348,PRD-5499729245,2023-01-05,2,14.17,28.34
TX-3745239052,1,CST-7698122067,PRD-6369560548,2023-01-05,3,2.09,6.27
TX-3745239052,2,CST-7698122067,PRD-8955809870,2023-01-05,4,5.29,21.16
TX-3745239052,3,CST-7698122067,PRD-5436586436,2023-01-05,4,1.29,5.16
TX-1604949058,1,CST-0535300590,PRD-3592204158,2023-01-05,1,6.99,6.99
TX-1604949058,2,CST-0535300590,PRD-5499729245,2023-01-05,2,14.17,28.34
TX-1604949058,3,CST-0535300590,PRD-8485924360,2023-01-05,1,1.29,1.29
TX-1604949058,4,CST-0535300590,PRD-2154404090,2023-01-05,5,2.99,14.95
TX-1604949058,5,CST-0535300590,PRD-2433643525,2023-01-05,2,6.49,12.98
TX-8600293586,1,CST-0410735876,PRD-3511729810,2023-01-05,2,0.79,1.58
TX-8600293586,2,CST-0410735876,PRD-7832268154,2023-01-05,1,1.19,1.19
TX-8600293586,3,CST-0410735876,PRD-2153058415,2023-01-05,1,2.79,2.79
TX-8600293586,4,CST-0410735876,PRD-8485924360,2023-01-05,1,1.29,1.29
TX-5452442405,1,CST-7698122067,PRD-2339945852,2023-01-05,7,1.99,13.93
TX-3494272775,1,CST-9419571226,PRD-6730097512,2023-01-05,3,1.39,4.17
TX-3494272775,2,CST-9419571226,PRD-6730097512,2023-01-05,1,1.39,1.39
TX-3494272775,3,CST-9419571226,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-3494272775,4,CST-9419571226,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-3494272775,5,CST-9419571226,PRD-2983486300,2023-01-05,1,1.19,1.19
TX-3213261497,1,CST-5567678226,PRD-2026211351,2023-01-05,2,2.75,5.5
TX-3213261497,2,CST-5567678226,PRD-2153058415,2023-01-05,2,2.79,5.58
TX-3213261497,3,CST-5567678226,PRD-1467670880,2023-01-05,3,0.99,2.97
TX-3213261497,4,CST-5567678226,PRD-6369560548,2023-01-05,2,2.09,4.18
TX-3213261497,5,CST-5567678226,PRD-8485924360,2023-01-05,1,1.29,1.29
TX-9457798733,1,CST-8299619555,PRD-7832268154,2023-01-05,1,1.19,1.19
TX-9457798733,2,CST-8299619555,PRD-3511729810,2023-01-05,3,0.79,2.37
TX-7763840322,1,CST-6061463069,PRD-0873188194,2023-01-05,2,1.59,3.18
TX-7763840322,2,CST-6061463069,PRD-2154404090,2023-01-05,2,2.99,5.98
TX-7763840322,3,CST-6061463069,PRD-8955809870,2023-01-05,1,5.29,5.29
TX-6577125871,1,CST-0592325578,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-6577125871,2,CST-0592325578,PRD-1467670880,2023-01-05,1,0.99,0.99
TX-6848864332,1,CST-9075128738,PRD-6730097512,2023-01-05,2,1.39,2.78
TX-6848864332,2,CST-9075128738,PRD-3212965604,2023-01-05,1,2.79,2.79
TX-6848864332,3,CST-9075128738,PRD-8955809870,2023-01-05,2,5.29,10.58
TX-6848864332,4,CST-9075128738,PRD-9201717665,2023-01-05,2,1.29,2.58
TX-0411821779,1,CST-3997456816,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-0411821779,2,CST-3997456816,PRD-2026211351,2023-01-05,6,2.75,16.5
TX-0411821779,3,CST-3997456816,PRD-5499729245,2023-01-05,1,14.17,14.17
TX-5694071840,1,CST-6061463069,PRD-2379449757,2023-01-05,4,0.99,3.96
TX-5694071840,2,CST-6061463069,PRD-5436586436,2023-01-05,1,1.29,1.29
TX-5694071840,3,CST-6061463069,PRD-9754799456,2023-01-05,1,2.49,2.49
TX-5694071840,4,CST-6061463069,PRD-5436586436,2023-01-05,1,1.29,1.29
TX-5180059540,1,CST-0077565548,PRD-6730097512,2023-01-05,1,1.39,1.39
TX-5180059540,2,CST-0077565548,PRD-2379449757,2023-01-05,1,0.99,0.99
TX-5180059540,3,CST-0077565548,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-2184578621,1,CST-4462619009,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-3777901750,1,CST-4436016673,PRD-2379449757,2023-01-05,3,0.99,2.97
TX-8411783222,1,CST-0543615463,PRD-2433643525,2023-01-05,1,6.49,6.49
TX-8411783222,2,CST-0543615463,PRD-0873188194,2023-01-05,1,1.59,1.59
TX-8411783222,3,CST-0543615463,PRD-7832268154,2023-01-05,3,1.19,3.57
TX-4969070404,1,CST-3298245694,PRD-6730097512,2023-01-05,1,1.39,1.39
TX-4969070404,2,CST-3298245694,PRD-7832268154,2023-01-05,1,1.19,1.19
TX-4969070404,3,CST-3298245694,PRD-9201717665,2023-01-05,1,1.29,1.29
TX-6814147564,1,CST-4791287934,PRD-3212965604,2023-01-05,1,2.79,2.79
TX-6814147564,2,CST-4791287934,PRD-9201717665,2023-01-05,2,1.29,2.58
TX-2490168765,1,CST-2714699512,PRD-2983486300,2023-01-05,1,1.19,1.19
TX-2490168765,2,CST-2714699512,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-2490168765,3,CST-2714699512,PRD-8955809870,2023-01-05,3,5.29,15.87
TX-2490168765,4,CST-2714699512,PRD-6765766263,2023-01-05,7,2.99,20.93
TX-0202931434,1,CST-5221221027,PRD-2026211351,2023-01-05,1,2.75,2.75
TX-0202931434,2,CST-5221221027,PRD-2154404090,2023-01-05,1,2.99,2.99
TX-5603880892,1,CST-7590351788,PRD-5499729245,2023-01-05,1,14.17,14.17
TX-5603880892,2,CST-7590351788,PRD-2433643525,2023-01-05,1,6.49,6.49
TX-5603880892,3,CST-7590351788,PRD-2379449757,2023-01-05,1,0.99,0.99
TX-5603880892,4,CST-7590351788,PRD-3592204158,2023-01-05,2,6.99,13.98
TX-5603880892,5,CST-7590351788,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-8403403161,1,CST-4217509012,PRD-0873188194,2023-01-05,5,1.59,7.95
TX-8403403161,2,CST-4217509012,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-8403403161,3,CST-4217509012,PRD-2003172735,2023-01-05,2,0.69,1.38
TX-1982338317,1,CST-0959470612,PRD-0873188194,2023-01-05,2,1.59,3.18
TX-1982338317,2,CST-0959470612,PRD-1467670880,2023-01-05,1,0.99,0.99
TX-1982338317,3,CST-0959470612,PRD-5499729245,2023-01-05,3,14.17,42.51
TX-1982338317,4,CST-0959470612,PRD-4243567932,2023-01-05,2,1.19,2.38
TX-1982338317,5,CST-0959470612,PRD-6369560548,2023-01-05,2,2.09,4.18
TX-4972892379,1,CST-4462619009,PRD-3212965604,2023-01-05,2,2.79,5.58
TX-4972892379,2,CST-4462619009,PRD-2153058415,2023-01-05,2,2.79,5.58
TX-4972892379,3,CST-4462619009,PRD-9201717665,2023-01-05,5,1.29,6.45
TX-7481033419,1,CST-8633222239,PRD-8485924360,2023-01-05,2,1.29,2.58
TX-7279934283,1,CST-6702469283,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-7279934283,2,CST-6702469283,PRD-3511729810,2023-01-05,1,0.79,0.79
TX-7279934283,3,CST-6702469283,PRD-2339945852,2023-01-05,1,1.99,1.99
TX-7279934283,4,CST-6702469283,PRD-3511729810,2023-01-05,1,0.79,0.79
TX-2957412571,1,CST-9538220832,PRD-2983486300,2023-01-05,1,1.19,1.19
TX-7358743767,1,CST-8543214720,PRD-6730097512,2023-01-05,2,1.39,2.78
TX-7358743767,2,CST-8543214720,PRD-2153058415,2023-01-05,2,2.79,5.58
TX-7358743767,3,CST-8543214720,PRD-8485924360,2023-01-05,2,1.29,2.58
TX-7358743767,4,CST-8543214720,PRD-7832268154,2023-01-05,2,1.19,2.38
TX-7358743767,5,CST-8543214720,PRD-9201717665,2023-01-05,1,1.29,1.29
TX-8096095535,1,CST-1049110391,PRD-5436586436,2023-01-05,1,1.29,1.29
TX-8096095535,2,CST-1049110391,PRD-8955809870,2023-01-05,3,5.29,15.87
TX-8096095535,3,CST-1049110391,PRD-0873188194,2023-01-05,1,1.59,1.59
TX-4589114590,1,CST-1597570164,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-3565447754,1,CST-5446370287,PRD-2153058415,2023-01-05,2,2.79,5.58
TX-6284626629,1,CST-3421553280,PRD-2026211351,2023-01-05,2,2.75,5.5
TX-6284626629,2,CST-3421553280,PRD-2026211351,2023-01-05,1,2.75,2.75
TX-6284626629,3,CST-3421553280,PRD-2433643525,2023-01-05,2,6.49,12.98
TX-6994332331,1,CST-2040926232,PRD-9754799456,2023-01-05,1,2.49,2.49
TX-6994332331,2,CST-2040926232,PRD-2026211351,2023-01-05,2,2.75,5.5
TX-6994332331,3,CST-2040926232,PRD-6369560548,2023-01-05,2,2.09,4.18
TX-1438320693,1,CST-0535300590,PRD-3592204158,2023-01-05,1,6.99,6.99
TX-1438320693,2,CST-0535300590,PRD-2983486300,2023-01-05,1,1.19,1.19
TX-1438320693,3,CST-0535300590,PRD-4243567932,2023-01-05,2,1.19,2.38
TX-1438320693,4,CST-0535300590,PRD-2983486300,2023-01-05,1,1.19,1.19
TX-3652215607,1,CST-3364916370,PRD-3212965604,2023-01-05,3,2.79,8.37
TX-3652215607,2,CST-3364916370,PRD-3212965604,2023-01-05,1,2.79,2.79
TX-8872319097,1,CST-1813992459,PRD-4243567932,2023-01-05,1,1.19,1.19
TX-8872319097,2,CST-1813992459,PRD-2379449757,2023-01-05,1,0.99,0.99
TX-8872319097,3,CST-1813992459,PRD-2433643525,2023-01-05,2,6.49,12.98
TX-6040365478,1,CST-6125603098,PRD-2003172735,2023-01-05,2,0.69,1.38
TX-6040365478,2,CST-6125603098,PRD-3592204158,2023-01-05,1,6.99,6.99
TX-6040365478,3,CST-6125603098,PRD-8955809870,2023-01-05,2,5.29,10.58
TX-6040365478,4,CST-6125603098,PRD-9754799456,2023-01-05,1,2.49,2.49
TX-6040365478,5,CST-6125603098,PRD-2379449757,2023-01-05,1,0.99,0.99
TX-6145165616,1,CST-9347485769,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-6145165616,2,CST-9347485769,PRD-2154404090,2023-01-05,1,2.99,2.99
TX-6375610918,1,CST-2031514716,PRD-6765766263,2023-01-05,1,2.99,2.99
TX-6375610918,2,CST-2031514716,PRD-9754799456,2023-01-05,7,2.49,17.43
TX-6375610918,3,CST-2031514716,PRD-3511729810,2023-01-05,2,0.79,1.58
TX-6375610918,4,CST-2031514716,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-6375610918,5,CST-2031514716,PRD-2983486300,2023-01-05,7,1.19,8.33
TX-9468437700,1,CST-4217509012,PRD-2003172735,2023-01-05,1,0.69,0.69
TX-4813171139,1,CST-2320508328,PRD-2983486300,2023-01-05,1,1.19,1.19
TX-4813171139,2,CST-2320508328,PRD-2433643525,2023-01-05,3,6.49,19.47
TX-8951765509,1,CST-6856601236,PRD-2153058415,2023-01-05,3,2.79,8.37
TX-8951765509,2,CST-6856601236,PRD-6765766263,2023-01-05,5,2.99,14.95
TX-8951765509,3,CST-6856601236,PRD-6765766263,2023-01-05,5,2.99,14.95
TX-8951765509,4,CST-6856601236,PRD-2003172735,2023-01-05,1,0.69,0.69
